text,text_clean,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
Pendaftaran Capres untuk #Pilpres2019 saja belum dibuka sampai Agustus 2018...yang normatif begini politikus PDIP masih belum paham? #2019GantiPresiden !!,pendaftaran calon presiden pemilihan presiden 2019 dibuka agustus 2018 normatif politikus partai demokrasi indonesia perjuangan paham 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
Si tolol udah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang DPR paya cebong URL,sih tolol tau pemerintah rezim komunis bobrok koruptor pimpinan sidang dewan perwakilan rakyat paya cebong uniform resource locator,1,1,1,0,0,1,0,0,0,1,0,0
dari dulu kenapa bapak w kalau ke mantan mantan w selalu mgerasa sedih ampe kepikiran dan gabisa tidur lohh?!! dan w ngerasa jadi anak yg brengsek aja gt ke laki2 :)))',gue mantan mantan gue sedih kepikiran tidur lo gue anak berengsek laki laki,0,1,0,0,0,0,0,0,0,0,0,0
Cina perusak bangsa!! Usir !! Stuju??,cina perusak bangsa usir setuju,1,0,0,1,0,1,0,0,0,0,0,1
#2019GantiPresiden scra konstitusional hak setiap rakyat woiii!! . Gini nih kalo planga plongo tapi kelakuan otoriter.,2019 ganti presiden konstitusional hak rakyat woiii nih plonga plongo kelakuan otoriter,1,1,1,0,0,0,0,0,1,1,0,0
Mari kita wujudkan Pilkada Kota Bengkulu 2018 aman dan damai.; .; .; coki_adem86 98heruâ?¦,mari wujudkan pilihan kepala daerah kota bengkulu 2018 aman damai coki adem86 98heru,0,0,0,0,0,0,0,0,0,0,0,0
"Mau tanya serius ini sm presiden jokowi======= knp yg ada cm islam nusantara,knp tdk ada kristen nusantara,budha,hindu bahkan kong huchu nusantara???'",serius presiden jokowi islam nusantara kristen nusantara buddha hindu kong hucu nusantara,0,0,0,0,0,0,0,0,0,0,0,0
KORSA: Pernyataan Moeldoko Bukti Istana Takut dengan Kebangkitan Umat Islam,kebersamaan pernyataan moeldoko bukti istana takut kebangkitan umat islam,0,0,0,0,0,0,0,0,0,0,0,0
cowo yang jago drasex mana? sini ngentot sama adek - luvian',cowok jago drasex ngentot adik luvian,0,1,0,0,0,0,0,0,0,0,0,0
"USER kroasia itu kapir tauuu,ngapain blajar sm kapir...udh lupa sm kapling sorga??'",kroasia kafir tau belajar kafir lupa kapling sorga,1,1,0,1,1,0,0,0,0,0,1,0
USER USER loh bukan nya mentri suharto ada yg homo?',nya menteri suha o homo,1,1,1,0,0,0,0,1,0,1,0,0
Gue tau loh bukan yang dulu yang masih culun dan cemen semua orang pasti akan berubah perlahan2 entah itu baik / buruk :)',gue tau culun takut orang berubah perlahan lahan buruk,0,0,0,0,0,0,0,0,0,0,0,0
Pada perang salib dulu itu kerajaan di Afrika terbagi dua yakni Babilonia pemeluk kristen dan Tobaco pemeluk islam',perang salib kerajaan afrika terbagi babilonia pemeluk kristen tobaco pemeluk islam,0,0,0,0,0,0,0,0,0,0,0,0
"Kejar setorang memang cukup bangsad, mana rupiah turun \xf0\x9f\x98\xa5'",kejar setoran bangsat rupiah turun,1,1,1,0,0,0,0,0,1,1,0,0
"Moga ini ada tindak lanjutnya!; ; Pelaporan terhadap ?penista agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Bareskrim Mabes Polri, Gambir, Jakarta Pusat pada Selasa (10/4) pukul 13.00 WIB.; #Perhaps USER;",semoga tindak pelaporan penista agama adek armando langsung ketua front pembela islam kh shobri lubis badan reserse kriminal markas kepolisian republik indonesia gambir jaka a pusat selasa 10 4 13 00 indonesia barat perhaps,1,0,1,0,1,0,0,0,0,1,0,0
USER USER USER USER USER USER USER USER Bangke.. hajar!!!!',bangkai hajar,1,1,1,0,0,0,0,0,1,0,0,1
USER USER USER .\nOnta mati klo kebanyakan Minum',onta mati kebanyakan minum,1,0,0,1,0,0,0,0,1,0,1,0
URL Ahok tng mrka trus was-was hdpnya USER USER USER USER USER USER USER,uniform resource locator ahok tng was was hidupnya,1,0,1,0,0,0,0,0,1,1,0,0
Itu baru di Sul Teng.. !!!; Ini ekses akibat tersandera hutang china !!!; #2019GantiPresiden; #2019PresidenBaru ; #2019TetapJokowiGanti,sul teng ekses akibat tersandera hutang cina 2019 ganti presiden 2019 presiden 2019 jokowi ganti,1,0,1,0,0,0,0,0,1,1,0,0
"6. Pride (Yunani; \xe1\xbd\x99\xcf\x80\xce\xb5\xcf\x81\xce\xb7\xcf\x86\xce\xb1\xce\xbd\xce\xaf\xce\xb1-hyper\xc4\x93phania) keangkuhan/harga diri/kesombongan\ndikenal juga dengan sebutan hubris/vanity. harga diri yang tinggi dapat merubah manusia sombong, kesombongan membuat manusia terkutuk dimata tuhan.dan dapat membuat manusia mencintai dirinya sendiri-'",6 pride yunani hyper keangkuhan harga kesombongan dikenal sebutan hubris vanity harga mengubah manusia sombong kesombongan manusia terkutuk dimata tuhan manusia mencintai,0,0,0,0,0,0,0,0,0,0,0,0
"Aku bertanya tujuan pada hati\nLogikaku yg menjawab \nTapi hati tak tenang\nAku bertanya pada logika \nHatiku sedih \nKu cari jawaban dalam wasiat yg Beliau tinggalkan. \nDan aku mulai menjadi terasing dan asing di mata manusia. \nTak apa duhai diri, ada",be anya tujuan hati logikaku hati tenang be anya logika hatiku sedih ku cari wasiat beliau tinggalkan terasing asing mata manusia duhai,0,0,0,0,0,0,0,0,0,0,0,0
USER Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby....,be aji nya komisi pemberantasan korupsi era era komitmen pemberantasan korupsi surat pemberitahuan tahunan era susilo bambang yudhoyono,1,0,0,1,0,0,0,0,1,0,1,0
RT USER: Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol',admin tolol ai tolol ai tolol orang tolol,1,1,0,1,0,0,0,0,1,0,1,0
"RT USER: Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak URL",ayu ting ting goyang hot raffi ahmad nagita slavina kampungan norak uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
Video ttg TKA dibuat oleh Malaysia tapi mengutip pernyataan saya di USER,video tenaga kerja asing malaysia mengutip pernyataan,0,0,0,0,0,0,0,0,0,0,0,0
PPP: Jangan Buru-buru Tolak Wacana Pilkada LewatÂ DPRD,ppp buru buru tolak wacana pilihan kepala daerah dewan perwakilan rakyat daerah,0,0,0,0,0,0,0,0,0,0,0,0
"Random pagi2 ada Bapak2 nyamperin ke meja kerja trus nanya ""pake bedak apa sih biar mukanya bersih, istri saya butek soalnya""\nIngin ku jawab pake air wudhu tapi ku Kristen.'",random pagi pagi menyamper meja kerja pakai bedak sih biar mukanya bersih istri butek ku pakai air wudhu ku kristen,0,0,0,0,0,0,0,0,0,0,0,0
USER USER KO GUA KAMPRET',gue kampret,0,1,0,0,0,0,0,0,0,0,0,0
Memek lonte pengen disodok kontol gede',memek lonte disodok kontol gede,0,1,0,0,0,0,0,0,0,0,0,0
Jokowi aja yg mundur. USER tutup. URL,jokowi mundur tutup uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
"USER Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. Broo'",berbicara mulut sepe i banci beli kaca lihat dirimu bro,1,1,1,0,0,0,0,1,0,1,0,0
USER Ada amin rasis.\nAda amat dani\nAda ratna si paiiit.\nAda si onta.\nAda si lobang anus.\nJdi jngan takut wo wo..\nKehabisan obat penenang yh.',amin racist nada dani nada ratna sih paiiit nada sih onta nada sih lobang anus takut oi oi kehabisan obat penenang ya,1,1,1,0,0,0,0,0,1,1,0,0
USER Tunggu komando IMAM BEJAT CABUL USER . TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawa ULAMA...\nDASAR Banj SEMPAK',tunggu komando imam bejat cabul tai bir bawa ulama dasar banj sempak,1,1,1,0,0,0,0,1,0,1,0,0
Kabinet berantakan \nPemecah belah persatuan hanya ad di rezim ini',kabinet berantakan pemecah belah persatuan rezim,1,0,0,1,0,0,0,0,1,0,1,0
"dih! Ngaku lebih pinter dr orang politik, NGACA DULU WOYY tampang loe aja k\xc3\xa6k orang BEGO!!! USER ckakakakak'",ih mengakui pintar orang politik mengaca oi tampang k orang bego wkwk,1,1,1,0,0,0,1,0,0,1,0,0
"#PDIPerjuanganMenang Dengan menekan perusahaan tambang dgn target proyek yang impossible, lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan'",partai demokrasi indonesia perjuangan menang menekan perusahaan tambang target proyek impossible dilelang murah antek cina ntb contoh partai demokrasi indonesia perjuangan menang dasar bajingan,1,1,0,1,0,0,0,0,1,0,1,0
USER USER ga caya sama mulut buaya mu bwang',percaya mulut buaya mu bawang,1,1,1,0,0,0,0,0,1,1,0,0
"2019, jika SBY + PRABOWO menyatu melawan MEGA + JOKOWI , maka peristiwa 2004 akan terulang dimana PDIP yg Incumbent dikalahkan mutlak oleh SBY. ; ; Tp jk JKW+MEGA+SBY melawan PRABOWO, mk Pilpres selesai sudah. ; ; Jk 3 Poros di Pilpres, mk salah satu Lawan",2019 susilo bambang yudhoyono prabowo menyatu melawan mega jokowi peristiwa 2004 terulang dimana partai demokrasi indonesia perjuangan incumbent dikalahkan mutlak susilo bambang yudhoyono jokowi mega susilo bambang yudhoyono melawan prabowo mk pemilihan presiden selesai 3 poros pemilihan presiden mk salah lawan,0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi,kayak banci kaleng gatot gaduh gentleman mundur bersaing pemilihan presiden 2019 melawan jokowi,1,1,1,0,0,0,0,1,0,1,0,0
bebal...,bebal,0,0,0,0,0,0,0,0,0,0,0,0
"5. Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat &amp; Komunis karena dapat menghambat agenda dan kepentingan mereka.(Obviously)'",5 indonesia negara populasi muslim terbesar dunia islam musuh barat amp komunis menghambat agenda kepentingan obviously,0,0,0,0,0,0,0,0,0,0,0,0
USER USER umuh &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',umuh persib persib kunyuk,1,1,0,1,0,0,0,0,1,0,1,0
USER USER Buat film muslim pilih ahok mati nggak di sholatin......; dijamin laris ......,film muslim pilih ahok mati disalatkan dijamin laris,1,0,1,0,0,0,0,0,1,1,0,0
"tapi banu banu Yahudi itu tentu beda dgn banu banu Kristen Syriac. salah satu perbedaan ad banu Yahudi tetep pake ""eloah/ elohim/ yahwe/"" sedangkan Syriac sudah pake ""alah/ allah""'",banu banu yahudi beda banu banu kristen suriah salah perbedaan banu yahudi pakai eloah elohim yahwe suriah pakai alah allah,0,0,0,0,0,0,0,0,0,0,0,0
USER Eh kenapa muka merah2 tu? Tak dpt cendol ke? Bukan la setan cuaca skrg ni panas.',eh muka merah merah cendol setan cuaca nih panas,0,1,0,0,0,0,0,0,0,0,0,0
Pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. Seberulnya itu media menumpahkan sakit hati katak dan cebong. *Ehe,pemberitaan saracen diframing katak seakan tim prabowo anies sandi media menumpahkan sakit hati katak cebong ehe,1,1,0,1,0,0,0,0,1,0,1,0
"Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan",giat bhayangkara pembina keamanan ketertiban masyarakat brigadir polisi manajemen berbasis sekolah sihombing rabu 11 april 2018 melaksanakan sambang desa tatap muka memantau keamanan ketertiban masyarakat pilihan kepala daerah 2018 desa lobusiregar i tepatnya rumah rudi panjaitan helman siahaan hotman siahaan,0,0,0,0,0,0,0,0,0,0,0,0
Syg bgt ya ngeliat perempuan kyk gini... Gak ada status apa2 tp udah nemplok sm laki-laki sana sini. Haduh....\nNagita Slavina Blak-blakan Sebut Ayu Ting Ting Kampungan \xe2\x80\x93 VIVA URL,sayang banget ya perempuan kayak status menempel laki laki aduh nagita slavina blak blak ayu ting ting kampungan viva uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
USER Jgn lupa juga kang.... Umat katolik dan minorutas lainnya diperhatika. Gubernur untuk semua golongan bukan satu golongan.',lupa kang umat katolik minoritas diperhatikan gubernur golongan golongan,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER Kan ane bukan cebong udeh dibilangin dari maren masih ngeyel\nSitu maksa ane jadi cebong?',cebong dibilangi kemarin mengeyel situ memaksa cebong,1,1,1,0,0,0,0,0,1,1,0,0
"USER Kelemahan gerindra itu ada di orang ini,...Prabowo turun elektabilitasnya karena CONGOR fadlizon spt DURNO'",kelemahan gerindra orang prabowo turun elektabilitasnya congor fadli zon surat pemberitahuan tahunan durno,1,1,1,0,0,0,0,0,1,1,0,0
"Selamat Hari Kartini, setiap kali selalu dirayakan, lalu apa maknanya kali ini ð?¤?",selamat kakak kali dirayakan maknanya kali,0,0,0,0,0,0,0,0,0,0,0,0
"Foto memang bisu ,tpi memiliki banyak arti yg sush diartikan,sma seperti kamu susah diartikan,mau putus atau lanjut ?'",foto bisu memiliki a i susah ikan sepe i susah ikan putus,0,0,0,0,0,0,0,0,0,0,0,0
USER wakakakaka aku sudah mengalaminya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 tetiba muncul grub wa a.n Bani Abd Hadi a.k.a mbahku dan seketika aku mek kenal beberapa orang saja \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\,wkwk mengalaminya muncul grub wa a bani abdi hadi a k a mbahku mek kenal orang,0,0,0,0,0,0,0,0,0,0,0,0
"abam pres badar n nuqaba pling boekkkð???, dia ni hebat dlm bidang agama, x tkut nk tgur member sndiri, n selalu wat lawak hambar (yg pling aku ingt smpai skrg lawak dia klau org ckp jom gerak skrg dia akn gerakkn badan dia yg chubby tu)ð???,",ayah pres badar nuqaba boekkk nih hebat bidang agama x takut natural killer tegur member lawak hambar lawak orang jom gerak gerakan badan chubby,0,0,0,0,0,0,0,0,0,0,0,0
â??Seorang anak Pekan telah mengilhamkan Dasar Ekonomi Baru (DEB) dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar. Beliau adalah Allahyarham Tun Abdul Razakâ?? - DS USER #MalaysiaMemilih #HogohUndi,anak pekan mengilhamkan dasar ekonomi deb penggerak utama kemajuan ekonomi bandar beliau allah ya rahman tun abdul razak ds malaysia memilih hogohundi,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Hahaha sialaaan nih si USER,; ; ternyata klo lg laper, ; presiden juga mau disikat sama doið???ð??½; ;",haha sialaaan nih sih lapar presiden disikat,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER mau menasehati kali supaya ga ugal2an nih rezim.. eh tapi ini negeri sdh keburu ancor..nah skrg saja ekonomi morat marit,, kacaoooooo!!'",menasihati kali ugal ugalan nih rezim eh negeri keburu hancur ekonomi moral menikah kacaoooooo,1,0,1,0,0,0,0,0,1,1,0,0
"USER aelaah silit kebeler,. ngapa dikasianin,., org makin sayang saya pak,.,\nsetelah kasus sosmed gw baru sadar bbrapa hal di seitansai kemarin.,.\ntar gw ceritain,., duuuhhh,. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85'",alah silit kebelet dikasihani orang sayang media sosial gue sadar instansi kemarin gue ceritakan duuuhhh,0,1,0,0,0,0,0,0,0,0,0,0
"USER iya, tdi cacad'",iya cacat,0,0,0,0,0,0,0,0,0,0,0,0
"USER tahun 2019 Rakyat makan ASPAL dan BETON; ini adalah solusi jitu mengurangi kemiskinan; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #",2019 rakyat makan aspal beton solusi jitu mengurangi kemiskinan keahlian cebong 1 tukang tipu cebong goblok ketulungan plonga plongo mengakibatkan optimisme 2019 ganti presiden,1,1,0,1,0,0,0,0,1,0,1,0
"USER Aku pernah sempat baca ttg Harun Yahya ini yg 'membelot' ke kubu Yahudi dgn Freemasonry nya...kdg suka ga percaya...""",baca harun yahya membelot kubu yahudi freemason nya kadang suka percaya,0,0,0,0,0,0,0,0,0,0,0,0
Kita Maju Bersama Ulama ; Kita Bergerak Bersama Semua Tokoh Agama untuk Indonesia; #NderekGusMus,maju ulama bergerak tokoh agama indonesia gus mus,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,,0,0,0,0,0,0,0,0,0,0,0,0
"#MukidiKepedean ; Pertanyaan mudah ya..; Dijawab yg keras , tapi Saya minta dijawab yg keras , siapa nama Saya ?",mukidi percaya pe anyaan mudah ya keras keras nama,0,0,0,0,0,0,0,0,0,0,0,0
USER Kemarin di hujat sekarang mengharap dasar para bani kamprey',kemarin hujat mengharap dasar bani kampret,1,1,0,1,0,0,0,0,1,0,1,0
"USER Penjelasan sy bukan FITNAH, silahkan DIBANTAH USER Apollinaris Darmawan Sebut Al-Quran Kitab Sampah",penjelasan fitnah silakan dibantah apollinaris darmawan al alquran kitab sampah,1,1,0,1,1,0,0,0,0,0,1,0
"Monyet aja koloe dbilang saudra sma elo pasti ogah, hdupmu kok gini amat ya.. Toe Hati apa comberan? USER'",monyet koloe dibilang saudara ogah hidupmu ya hati comberan,1,1,1,0,0,0,0,0,1,1,0,0
Body Lufra/ scrub dg bhn dasar lidah buaya utk mlembabkn kulit &amp; lbh bcahaya info: 087812026394 #BMI',body lufra scrub bahan dasar lidah buaya melembabkan kulit amp bercahaya info 087812026394 body mass index,0,0,0,0,0,0,0,0,0,0,0,0
USER Tak punya cacat di masa lalu krn blum bermasa lalu',cacat bermasa,0,0,0,0,0,0,0,0,0,0,0,0
USER USER jangan2 penganut bumi datar juga? \xf0\x9f\x98\x9d\nsoalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka.',penganut bumi datar teori bumi bulat orang asing notabene musuh,0,0,0,0,0,0,0,0,0,0,0,0
"Becak Warga Binjai Hendak Disita karena Gunakan Tenda Bertuliskan #2019GantiPresiden, PKS MERADANG; ; Bukti pemerintah panik dan takut?; ;",becak warga binjai disita tenda be uliskan 2019 ganti presiden partai keadilan sejahtera meradang bukti pemerintah panik takut,1,0,0,1,0,0,0,0,1,0,1,0
lebih baik jokowi mundur..,jokowi mundur,1,0,1,0,0,0,0,0,1,1,0,0
Munas Alim Ulama PPP di semarang. menghasilkan lima rekomendasi syarat dan kriteria-kriteria bagi Calon Wakil Presiden yang akan mendampingi Bpk Jokowi di 2019 mendatang. #Romahurmuziy,musyawarah nasional alim ulama ppp semarang menghasilkan rekomendasi syarat kriteria kriteria calon wakil presiden mendampingi jokowi 2019 romahurmuziy,0,0,0,0,0,0,0,0,0,0,0,0
USER Luar biasa pencerahan nya.. Saya merasa gagal sebagai anak ekonomi.. Wkwk,pencerahan nya gagal anak ekonomi wkwk,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Kafan berasal dari budaya yahudi, kenapa umat Islam mengklaim ?'",kafan berasal budaya yahudi umat islam mengklaim,0,0,0,0,0,0,0,0,0,0,0,0
Oleh rezim skrg atas kendali Negara Cina Komunis yg mjd patron tunggal rezim anti islam ( Jokowi ),rezim kendali negara cina komunis patron tunggal rezim anti islam jokowi,1,0,0,1,1,1,0,0,0,0,1,0
USER USER itu tanda nya mau pilkada n pilpres,tanda nya pilihan kepala daerah pemilihan presiden,0,0,0,0,0,0,0,0,0,0,0,0
Misi4: Membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya Jawa Barat yang luhur #No3JabarAsyik #Asyikm3nang,misi 4 membangun masyarakat gotong royong toleran harmoni selaras nilai budaya jawa barat luhur nomor jawa barat asyik asyik menang,0,0,0,0,0,0,0,0,0,0,0,0
Ketabahan pasangan En Taufiq dan Puan Nurliyana yang wajar dicontohi.. jom kita beri sumbangan untuk meringankan beban pasangan ini... come on twitter do your things! ; ; BSN - 0510541000096745 ; Bank Islam - 05058020145124 ; (Nurliyana bte Abdul Raziff) ;,ketabahan pasangan taufik puan nurliyana wajar dicontohi jom sumbangan meringankan beban pasangan come on twitter do your berpikir badan standarisasi nasional 0510541000096745 bank islam 05058020145124 nurliyana bosan abdul razif,0,0,0,0,0,0,0,0,0,0,0,0
"USER Apaansi tai baru gt doang belagunya udah selangit. Ga inget ada karma? Ntar bbrp taun lagi kalo idol lu flop, gua ketawa paling keras.'",sih tai doang belaganya selangit karma idol flop gue tertawa keras,1,1,1,0,0,0,0,0,1,1,0,0
USER USER celeng kgn gw y',celeng kangen gue iya,0,1,0,0,0,0,0,0,0,0,0,0
"#TerangiNegeri dengan budaya , yuk pada visit ke purwokerto ,mumpung Ada even rakyat.; .; #purwokerto; #extravaganzabanyumas",terangi negeri budaya yuk mengunjungi purwoke o mumpung even rakyat purwoke o ekstra vaganza banyumas,0,0,0,0,0,0,0,0,0,0,0,0
"Presiden itu punya dana taktis, dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada. Soal program banyak sekali: ada pembangunan infrastruktur, KIP, KIS, Sertifikat tanah, perhutanan sosial, BBM 1 harga, padat karya,",presiden dana taktis kepentingan rakyatnya program program pemerintah program pembangunan infrastruktur kip kartu indonesia sehat ifikat tanah perhutanan sosial bahan bakar minyak 1 harga padat karya,0,0,0,0,0,0,0,0,0,0,0,0
USER Aamiin ya Allah :(((\nTimnya Kinan aja sampai pelatihan ular karena dia dapat di rawa-rawa. Aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw',amin ya allah timnya kinan pelatihan ular rawa rawa dapatnya sungai gede musuhnya buaya wkwk,0,0,0,0,0,0,0,0,0,0,0,0
USER USER MAJU KAMU NGATAIN MAMA AKU BOLOT',maju memaki mama bolot,1,1,1,0,0,0,0,0,1,1,0,0
"Grombolan Kadal Jidat gosong,mmg bgtu, sukanya ribut tapi klo grombolanya yg salah pura2 Budek..Dasar Grombolan Cingkrang URL",gerombolan kadal jidat gosong sukanya ribut gerombolannya salah pura pura budek dasar gerombolan cingkrang uniform resource locator,1,1,0,1,0,0,1,0,0,0,1,0
